id,last_modified,lon,lat,name,poi_type
214,13/10/2023,10.53288,43.333534,Via del Giardino,dirt-roads
215,13/10/2023,10.616455,43.159621,Da Castagneto Carducci a Sassetta,dirt-roads
216,13/10/2023,12.1411814,43.8147459,Fragheto,dirt-roads
217,13/10/2023,12.0980818,43.9381797,"Sarsina, anello di Montalto
",dirt-roads
218,13/10/2023,11.8418561,43.995219,"Via Montalto
",dirt-roads
219,13/10/2023,11.3985746,44.2200827,Sasso della Mantesca,dirt-roads
220,13/10/2023,7.671508,44.1583312,"Colle dei Signori
",dirt-roads
221,13/10/2023,7.6562521,44.1687947,"Col de Malabergue
",dirt-roads
222,13/10/2023,7.6505599,44.1697837,"Colle delle Carsene
",dirt-roads
223,13/10/2023,7.6284584,44.16398,"Colle della Boaria
",dirt-roads
224,13/10/2023,7.598807,44.1555681,"Colle campanino
",dirt-roads
225,13/10/2023,7.0861487,44.3819813,"Colle Bandia
",dirt-roads
226,13/10/2023,7.0681242,44.3878699,"Colle Margherina
",dirt-roads
227,13/10/2023,7.0415811,44.4043057,"Col del Preit
",dirt-roads
228,13/10/2023,7.0819521,44.4663405,"Colle san Giovanni
",dirt-roads
229,13/10/2023,7.0798649,44.4700162,"Colletto Canosio
",dirt-roads
230,13/10/2023,7.1377565,44.5440567,Strada dei cannoni,dirt-roads
231,13/10/2023,7.178514,44.5419092,"Colle Rastcias
",dirt-roads
232,13/10/2023,7.204423,44.538728,"Collet Rusciera
",dirt-roads
233,13/10/2023,7.2334287,44.5409405,Colle Birrone,dirt-roads
234,13/10/2023,7.3048316,44.5169211,Colle della Ciabra,dirt-roads
235,13/10/2023,7.3207009,44.5152118,"Colle di Balmascura
",dirt-roads
236,13/10/2023,11.1245178080039,43.5985395130165,"via Forcile
",dirt-roads
237,13/10/2023,11.1721760991822,43.6099603749827,"via di san Vito di Sopra
",dirt-roads
238,13/10/2023,11.1734546075987,43.6235070610167,"via del Bosco
",dirt-roads
239,13/10/2023,10.451567,44.2170924,"Casone- Col d'Arciana
",dirt-roads
240,13/10/2023,10.4017934,44.2140192,Campaiana,dirt-roads
241,13/10/2023,10.4875373,44.1957362,"Passo san Pellegrino
",dirt-roads
242,13/10/2023,12.702917,43.662505,"Monte Furlo
",dirt-roads
243,13/10/2023,12.766111,43.632157,Monte Paganuccio,dirt-roads
244,13/10/2023,12.781324,43.611764,Torricella,dirt-roads
245,13/10/2023,8.7432974,44.5814546,Strada della Cirimilla,dirt-roads
246,13/10/2023,9.4725447,46.2026178,Tracciolino,dirt-roads
247,13/10/2023,9.7638697,46.0633865,"Passo Dordona
",dirt-roads
248,13/10/2023,11.40791,44.130437,Via S.Piero a montecchio- Firenzuola,dirt-roads
249,13/10/2023,10.6999983,43.4085862,Parco Eolico La Miniera,dirt-roads
250,13/10/2023,11.5343165,43.9427754,Corella-Ampinana,dirt-roads
251,13/10/2023,11.5291921,43.9248917,Orticaia,dirt-roads
252,13/10/2023,11.4046379,44.0692942,camionabile,dirt-roads
253,13/10/2023,11.4829861,43.8934488,"dicomano-san martino
",dirt-roads
254,13/10/2023,9.50273487658067,44.3243317134888,Bocco di Bargone,dirt-roads
255,13/10/2023,9.22642334849458,44.492214200615,Loc. Scorticata,dirt-roads
256,13/10/2023,9.49604817874694,44.4653703987291,Diga del Taro,dirt-roads
257,13/10/2023,10.1631652896806,44.287485462269,Passo della Marinella,dirt-roads
258,13/10/2023,12.794271,43.525352,"Serra sant'Abbondio
",dirt-roads
259,13/10/2023,12.996238,43.616828,"Castelleone di Suasa
",dirt-roads
260,13/10/2023,11.685099,43.353042,La tinaia/Monte San Savino - Gargonza,dirt-roads
261,13/10/2023,9.16066785783819,46.1671806846585,"Passo san Jorio
",dirt-roads
262,13/10/2023,7.30242096363034,45.1904516015327,Lemie-Mocchie,dirt-roads
263,13/10/2023,9.4922832,45.8668924,Passo del Palio 1363,dirt-roads
264,13/10/2023,13.0627011,46.5669881,Lago Dimon,dirt-roads
265,13/10/2023,10.9784399,43.1506869,Strada Comunale delle Lame,dirt-roads
266,13/10/2023,10.8052533,43.0442958,Montebamboli-Marsiliana,dirt-roads
267,13/10/2023,10.8452193,43.1076602,"strada di Montebamboli
",dirt-roads
268,13/10/2023,11.7829281,42.9132723,"via fonte antese
",dirt-roads
269,13/10/2023,7.2508266,44.605031,"colle del prete
",dirt-roads
270,13/10/2023,7.252629,44.6247046,"colle di gilba
",dirt-roads
271,13/10/2023,7.2346442,44.6718152,"croce tournour
",dirt-roads
272,13/10/2023,7.2036881,44.8759069,"colle della vaccera
",dirt-roads
273,13/10/2023,7.1759678,44.9214359,"colle Lazzarà
",dirt-roads
274,13/10/2023,11.2496328,43.4026629,Lornano-Monteriggioni,dirt-roads
275,13/10/2023,11.2042336,43.3043608,cetinale,dirt-roads
276,13/10/2023,11.1585665,43.3326981,Marmoraia,dirt-roads
277,13/10/2023,11.1296268,43.3346859,Collalto,dirt-roads
278,13/10/2023,10.8652755,43.3648444,Saline-Volterra,dirt-roads
279,13/10/2023,12.874154,42.534367,faggio di san francesco,dirt-roads
280,13/10/2023,13.619038,42.269671,castel Camponeschi,dirt-roads
281,13/10/2023,10.9666451,44.0814541,"Pidocchina (Posola-Collina)
",dirt-roads
282,13/10/2023,10.9870775,43.9980098,Strada Forestale Baggio-Poggione,dirt-roads
