id,last_modified,lon,lat,name,poi_type
237,13/10/2023,16.0196166666667,40.7966833333333,Sp ex Ss169 di Genzano,majesty-of-streets
238,13/10/2023,10.5298491,44.4481598,Sp76 del Castello di Carpineti,majesty-of-streets
239,13/10/2023,10.5087934,44.5868759,Via Canossa e Via Matildica,majesty-of-streets
240,13/10/2023,9.6391625,45.7073983,Via del Monastero di Astino,majesty-of-streets
241,13/10/2023,8.416107,45.090464,"strada della Mandoletta
",majesty-of-streets
242,13/10/2023,8.352661,45.069747,Sala - ottiglio,majesty-of-streets
243,13/10/2023,11.675606,45.3042791,Via Forestana,majesty-of-streets
244,13/10/2023,11.1546164,42.4157812,Via Monte Panorama,majesty-of-streets
245,13/10/2023,9.968694,45.7582805,"san fermo- Fonteno
",majesty-of-streets
246,13/10/2023,9.4043878,44.5698885,"Vicosoprano
",majesty-of-streets
247,13/10/2023,11.0698682,45.5358885,"Pissarotta
",majesty-of-streets
248,13/10/2023,10.7012358,43.9875024,"Svizzera Pesciatina
",majesty-of-streets
249,13/10/2023,12.3018438,45.1012244,"Acqua a destra, acqua a sinistra",majesty-of-streets
250,13/10/2023,12.1460096,44.5500988,L'arrivo del Reno,majesty-of-streets
251,13/10/2023,12.0990102,44.6196493,Argine Agosta,majesty-of-streets
252,13/10/2023,16.5462504,40.3691119,Strada dei calanchi,majesty-of-streets
253,13/10/2023,9.2573374,44.727567,Cima Colletta,majesty-of-streets
254,13/10/2023,9.2858648,44.6509493,Strada di Tartago,majesty-of-streets
255,13/10/2023,8.6482874,44.5830106,Strada panoramica Ciazze,majesty-of-streets
256,13/10/2023,9.02637540097392,44.799403321341,strada comunale cioccale,majesty-of-streets
257,13/10/2023,8.5785212,44.4726777,"Piampaludo-san Pietro
",majesty-of-streets
258,13/10/2023,8.157431,45.669836,"Oasi Zegna
",majesty-of-streets
259,13/10/2023,10.1045691123909,45.9482054227387,"via Mala
",majesty-of-streets
260,13/10/2023,11.038941,43.707008,Pulica,majesty-of-streets
261,13/10/2023,11.271822,43.535092,"La Piazza- Pietracupa
",majesty-of-streets
262,13/10/2023,19.03037,42.673333,Strada per il monastero di Ostrog,majesty-of-streets
263,13/10/2023,18.99843,43.10883,Durmitor,majesty-of-streets
264,13/10/2023,15.6780569874373,38.2449442102809,SS18 - Panorama sul mare,majesty-of-streets
265,13/10/2023,10.938454,44.4603956,Rio Faellano,majesty-of-streets
266,13/10/2023,10.6021354,44.0832847,Botri,majesty-of-streets
